Location,Latitude,Longitude,Date_Reported,Date_Occurred,Time_Occurred,Area_ID,Area_Name,Reporting_District_no,Part 1-2,Victim_Age,Victim_Sex,Victim_Descent,Premise_Code,Premise_Description,Status,Status_Description,Crime_Category,Weapon_desc,Weapon_cd,Mode_cd
600 E  87TH                         ST,-1.2102845635051602,0.8958066357272989,1/06/2020 ,1/06/2020 ,15:00:00,1.1523413394273796,14,1.0836239186140582,1.0298428724832658,-1.1388780819612572,2,6,0.8340803529354343,166,1,1,5,49,400.0,0400 0416 1814 2000
SHERMAN                      WY,1.1649932904292966,-0.9372906855118718,11/21/2020,11/19/2020,16:00:00,-0.3222510449946143,17,-0.3907887903429974,-0.970955761839616,2.529438352683893,0,6,-1.0464056451992767,174,2,2,4,49,400.0,1822 1202 0344 0346 0390
9700    WENDOVER                     DR,0.40137090598257974,-0.6665680442055767,11/28/2020,11/27/2020,16:00:00,-0.48609464326372476,18,-0.5480594792984167,-0.970955761839616,0.10572927979334733,2,14,0.8340803529354343,166,2,2,4,33,PC_cd,0382 0389 0344 0358 1609 0321 0352 1822
6000    VAN NUYS                     BL,0.9500404598459536,-0.8543580453933645,08/19/2020,08/18/2020,20:00:00,-0.3222510449946143,17,-0.32689757295485833,-0.970955761839616,0.7607857859799813,0,10,-1.0134971402319193,147,2,2,4,33,PC_cd,0358 0344 1300
12000    STRATHERN                    ST,1.3063321379360873,-0.34055697615370034,8/12/2020 ,8/11/2020 ,23:30:00,0.8246541428891587,3,0.887035557419784,-0.970955761839616,-0.8113498288679402,0,1,-1.0464056451992767,174,2,2,4,33,PC_cd,0344 1300
LEXINGTON                    AV,0.0980812957074577,0.21709353498778114,11/25/2020,11/24/2020,17:10:00,-0.8137818398019456,6,-0.7856037490748311,-0.970955761839616,-0.5493272263932867,0,0,-1.04170443020394,165,0,0,5,49,400.0,0400 0416 0444 0429 1814 2000 1402 0913
1100 E  VERNON                       AV,-0.7519148288822669,1.02735496143248,06/27/2020,06/27/2020,01:26:00,0.33312334808182736,9,0.33331167338924544,-0.970955761839616,0.3022462316493375,2,6,-0.9476801302972044,195,2,2,4,14,506.0,1501
ETON,1.1983649627572928,-2.253727191300302,12/20/2020,12/20/2020,12:30:00,1.643872134234711,16,1.627518384584883,-0.970955761839616,-0.35281027453729646,2,6,-1.04170443020394,165,2,2,5,49,400.0,1822 0305 0444 0429 0416 0417
11200    LA MAIDA                     ST,0.7439213072318025,-0.14800073128092062,11/03/2020,9/12/2020 ,12:00:00,0.6608105446200483,8,0.6757030691359395,-0.970955761839616,1.9398874971159223,2,14,0.9187022228514963,164,2,2,4,33,PC_cd,2037 0344
4300 S  WESTERN                      AV,-0.7597669870770731,0.4782836889240924,10/11/2020,10/11/2020,22:15:00,-1.305312634609277,15,-1.2246510890753766,-0.970955761839616,-0.22179897329996964,2,6,-1.04170443020394,165,2,2,5,35,312.0,1309 0342 0344 1822 0209 0334 0346 0416 0445 0449
900 N  BROADWAY,-0.2071713541162961,1.1236330838688022,11/15/2020,11/15/2020,12:20:00,-1.6329998311474978,1,-1.6899102105684918,-0.970955761839616,-0.41831592515595983,0,14,-0.9476801302972044,195,2,2,4,33,PC_cd,1609 0344 1307 0329 1822
41ST                         PL,-0.46825561409423017,1.1007551141810035,3/09/2020 ,3/07/2020 ,15:00:00,0.33312334808182736,9,0.26942045600110637,1.0298428724832658,0.8262914365986447,2,6,-1.0464056451992767,174,2,2,5,49,400.0,1218 2004 1206 0345 1822
3500    MARMION                      WY,0.04409770811806042,1.3819634915941725,08/26/2020,07/25/2020,12:00:00,0.00543615154360652,10,0.07610856749340351,-0.970955761839616,-0.41831592515595983,0,1,0.8387815679307711,132,1,1,4,49,400.0,0344 0358 0352
8700    CEDROS                       AV,1.41233627356625,-0.9287114468789135,10/06/2020,10/06/2020,00:30:00,1.31618493769649,7,1.3785064604054693,1.0298428724832658,1.3503366415479519,2,6,0.8387815679307711,132,2,2,1,10,CAPO_cd,2038 0561
17400    RAINBOW RIDGE                CI,1.9963405393063216,-1.4749229731763602,02/21/2020,02/21/2020,17:36:00,0.9884977411582692,2,0.9378208840616382,-0.970955761839616,0.6297744847426545,2,0,0.8340803529354343,166,2,2,4,33,PC_cd,1501 0314 1606 0344 1822
600 S  VIRGIL                       AV,-0.18557791908057905,0.687045162325628,04/26/2020,04/26/2020,02:40:00,1.4800285359656005,11,1.452227095853322,1.0298428724832658,-0.8113498288679402,2,14,0.8387815679307711,132,0,0,5,49,400.0,1813 1243 0913 2000 2002 0329 0400 0448 1206
3300 E  OLYMPIC                      BL,-0.6233357384420014,1.437251918339889,07/21/2020,07/21/2020,04:30:00,-1.1414690363401665,5,-1.0575509820602436,-0.970955761839616,-1.1388780819612572,2,6,-0.533973210707568,160,2,2,4,33,PC_cd,PC_MO
TARLETON                     ST,-0.5703336706269201,1.096942119233037,02/24/2020,02/24/2020,11:43:00,0.33312334808182736,9,0.2858028194339625,-0.970955761839616,0.5642688341239911,0,10,-1.0464056451992767,174,2,2,4,33,PC_cd,1307 0358 1609 0344 1309
2900    LEEWARD                      AV,-0.2346539077981876,0.6879984110626534,05/20/2020,05/20/2020,09:30:00,1.4800285359656005,11,1.4686094592861783,1.0298428724832658,0.04022362917468393,0,14,0.8340803529354343,166,1,1,1,10,CAPO_cd,2000 0913 1813
8600    BALBOA                       BL,1.395650437402252,-1.487315206757285,8/10/2020 ,8/09/2020 ,08:50:00,0.9884977411582692,2,1.0688797915244876,-0.970955761839616,-0.35281027453729646,2,6,-1.0464056451992767,174,2,2,4,33,PC_cd,PC_MO
LEIMERT                      BL,-0.7578039475283715,0.28000795162929526,09/14/2020,09/14/2020,15:00:00,-1.305312634609277,15,-1.2279275617619478,-0.970955761839616,-0.48382157577462326,2,1,-1.0464056451992767,174,2,2,4,33,PC_cd,0344 1822 2032
13900    VANOWEN                      ST,1.1286770587782133,-0.7294824608470908,5/08/2020 ,04/18/2020,12:00:00,-0.3222510449946143,17,-0.37112995422357,-0.970955761839616,0.4332575328866643,2,1,-1.0134971402319193,147,2,2,4,33,PC_cd,344
5600    IRVINGTON                    PL,0.319904764711291,1.5525950155160435,12/11/2020,12/11/2020,19:50:00,0.00543615154360652,10,-0.0402062128798753,1.0298428724832658,-1.4009006844359109,0,6,0.8340803529354343,166,1,1,5,49,400.0,0913 0554 0400 0416
11400    SANTA MONICA                 BL,-0.36225147846413713,-0.8772360150811632,11/17/2020,11/15/2020,13:40:00,-0.48609464326372476,18,-0.47433884385056385,1.0298428724832658,-0.28730462391863304,2,14,0.8387815679307711,132,2,2,2,17,FWCC_cd,100
GRIFFITH                     AV,-0.590945585888391,0.9787392758458062,3/03/2020 ,3/03/2020 ,09:40:00,0.33312334808182736,9,0.29563223749367623,1.0298428724832658,-1.1388780819612572,0,6,-1.0464056451992767,174,2,2,5,49,400.0,2000 0444 0429 0419 0416 0356
5900 S  HOOVER                       ST,-0.9442927046554375,0.6860919135887379,12/23/2020,12/20/2020,18:00:00,0.16927974981271696,0,0.1580203846576844,-0.970955761839616,-1.0078667807239303,0,6,-1.0464056451992767,174,2,2,4,33,PC_cd,1300 0344 0329
COMMONWEALTH,-0.15613232584998604,0.6994373959065527,12/15/2020,12/15/2020,07:50:00,1.4800285359656005,11,1.452227095853322,-0.970955761839616,0.10572927979334733,0,14,-1.04170443020394,165,1,1,4,49,400.0,0319 0340 0355 0432 1402 1822 2004
AVENUE 26,0.01857819398487051,1.2952178565276988,8/12/2020 ,8/12/2020 ,12:05:00,0.00543615154360652,10,0.05644973137397611,1.0298428724832658,0.8917970872173081,2,6,2.2444448515364677,130,2,2,5,49,400.0,0401 0400 1253 0416 1822 0910
SAN FERNANDO,0.3169602053882038,1.0788303932300949,12/24/2020,12/24/2020,14:55:00,0.00543615154360652,10,-0.0303767948201616,1.0298428724832658,0.04022362917468393,0,1,2.2444448515364677,130,2,2,5,49,400.0,1253 0400 1822 0416 0910
400 E  109TH                        ST,-1.4252373940885033,0.8672091736174828,01/29/2020,01/29/2020,11:30:00,1.1523413394273796,14,1.1491533723454828,-0.970955761839616,-0.15629332268130625,0,1,0.8387815679307711,132,2,2,4,33,PC_cd,0344 1822
11500    AVIATION                     BL,-1.4998328969393016,-0.18422418328666962,10/28/2020,10/28/2020,14:48:00,0.4969669463509378,12,0.5839618339119449,1.0298428724832658,-0.35281027453729646,2,14,0.8340803529354343,166,2,2,5,49,400.0,1822 0416
8500    FOOTHILL                     BL,1.7382008386514747,0.3924913025946441,02/21/2020,02/21/2020,16:50:00,0.8246541428891587,3,0.8411649398077867,1.0298428724832658,-0.35281027453729646,2,10,1.3042018524691121,161,0,0,4,49,400.0,0329 0417
1200 N  MCCADDEN                     PL,0.0980812957074577,0.2056545501437463,06/27/2020,06/13/2020,00:05:00,-0.8137818398019456,6,-0.7856037490748311,-0.970955761839616,-0.48382157577462326,2,14,-0.9429789153018676,148,2,2,4,33,PC_cd,1300 1601 0344 0352
3600    WATSEKA                      AV,-0.5281283203298018,-0.3863129155294332,01/17/2020,01/17/2020,03:24:00,0.4969669463509378,12,0.4365205630162393,-0.970955761839616,-1.0733724313425939,2,0,-1.0464056451992767,174,2,2,4,33,PC_cd,0344 0385 1300
2000    OUTPOST                      DR,0.31401564606518634,-0.015499156838714041,04/23/2020,04/22/2020,08:50:00,-0.8137818398019456,6,-0.8527714391495415,-0.970955761839616,-0.22179897329996964,0,14,-1.0464056451992767,174,2,2,4,33,PC_cd,1300 1601 0344 0352
6600    ALCOVE                       AV,1.0570261152504323,-0.5121417488125969,06/26/2020,06/26/2020,12:50:00,0.6608105446200483,8,0.6052589063746578,1.0298428724832658,-0.025282021443979466,0,14,0.8340803529354343,166,0,0,1,59,511.0,0421 1813 2000
TAMPA,0.914705747969256,-1.8533627217628768,01/16/2020,01/16/2020,12:20:00,-0.15840744672550391,19,-0.16635041131286785,1.0298428724832658,-1.5319119856732375,2,14,-1.0464056451992767,174,0,0,2,17,FWCC_cd,0377 1822 0930 1402 2004
11000    HERSHEY                      ST,1.652808618282713,-0.12607601033001195,06/15/2020,06/14/2020,03:00:00,0.8246541428891587,3,0.8559090668973574,1.0298428724832658,-0.7458441782492768,0,0,-0.9476801302972044,195,2,2,4,33,PC_cd,329
13900    GILMORE                      ST,1.0305250813429265,-0.7294824608470908,10/31/2020,10/09/2020,14:15:00,-0.3222510449946143,17,-0.35474759079071383,1.0298428724832658,1.9398874971159223,2,14,-0.3788331158614543,44,2,2,2,17,FWCC_cd,0377 0100 1822 1202 0930
300 S  FIGUEROA                     ST,-0.2788222976440771,0.9768327783717553,8/11/2020 ,8/11/2020 ,08:05:00,-1.6329998311474978,1,-1.6407631202699233,1.0298428724832658,0.4987631835053277,0,6,0.8434827829261079,69,2,2,5,49,400.0,0416 2004 1822
18000    CALVERT                      ST,0.9745784542047579,-1.583593329193607,06/13/2020,06/13/2020,19:45:00,-0.15840744672550391,19,-0.17781806571586714,-0.970955761839616,0.6297744847426545,2,10,0.8340803529354343,166,2,2,4,33,PC_cd,0344 1822 1609 0321 0352
800 N  LA BREA                      AV,0.02643035217967672,0.1427401335022322,5/05/2020 ,5/05/2020 ,18:45:00,-0.6499382415328352,20,-0.7151595863135496,-0.970955761839616,0.10572927979334733,2,1,-0.3835343308567911,43,2,2,4,24,200.0,1822 0334 1266 0353 2006 0945
100    CATAMARAN                    ST,-1.025758845926796,-1.0040180971013524,11/17/2020,11/16/2020,23:00:00,0.4969669463509378,12,0.5069647257775208,1.0298428724832658,-0.61483287701195,0,14,0.8387815679307711,132,2,2,4,49,400.0,329
700 W  81ST                         ST,-1.1494303374952726,0.7175491219094949,08/24/2020,08/14/2020,19:00:00,0.16927974981271696,0,0.20225276592639604,-0.970955761839616,-0.8113498288679402,0,1,-0.9476801302972044,195,2,2,4,33,PC_cd,0344 1822
HARTFORD                     AV,-0.24839518463916818,0.9120118642561902,09/16/2020,09/16/2020,18:40:00,-1.4691562328783874,13,-1.4654718315383624,-0.970955761839616,-0.7458441782492768,2,6,-1.0464056451992767,174,2,2,5,4,302.0,1822 0416 0445 0334 0432 2047 0906
1600    VINE                         ST,0.1579540019430294,0.24187800214963076,4/12/2020 ,4/11/2020 ,23:00:00,-0.8137818398019456,6,-0.8134537669106866,-0.970955761839616,1.6123592440226053,0,10,-1.0464056451992767,174,2,2,4,33,PC_cd,1202 1300 1601 1606 0344 0352
3700    LEE                          ST,-0.59585318476011,1.589771716258818,07/27/2020,07/27/2020,10:00:00,-1.1414690363401665,5,-1.0870392362393848,1.0298428724832658,2.398427051446566,0,6,0.8481839979214446,143,2,2,1,10,CAPO_cd,2004 0913 2038 0561
600 S  VIRGIL                       AV,-0.1885224784035965,0.6860919135887379,12/31/2020,12/31/2020,15:00:00,1.4800285359656005,11,1.452227095853322,1.0298428724832658,-0.942361130105267,0,1,1.8025306419748106,58,1,1,5,49,400.0,1814 0416
3700    BALDWIN                      ST,-0.11981609419890271,1.5039793299293698,09/16/2020,09/16/2020,19:30:00,-1.1414690363401665,5,-1.1771422351200937,1.0298428724832658,-2.252474142478535,0,1,0.8340803529354343,166,2,2,1,59,511.0,0913 0421 1820 1912 1259
700 W  107TH                        ST,-1.4085515579244354,0.6879984110626534,05/16/2020,05/16/2020,11:20:00,1.1523413394273796,14,1.144238663315626,-0.970955761839616,1.219325340310625,0,1,-1.0464056451992767,174,2,2,1,12,304.0,0334 2021 0361 0913 0603 0359 0443
4700 N  MENDOTA                      AV,0.3464057986187968,1.393402476438072,01/17/2024,7/03/2020 ,15:05:00,0.00543615154360652,10,-0.010717958700734194,1.0298428724832658,-0.025282021443979466,2,14,0.8387815679307711,132,2,2,2,17,FWCC_cd,0100 0928
ROSCOE,1.586065273626721,-1.6884506902628875,09/20/2020,09/20/2020,06:00:00,0.9884977411582692,2,1.0230091739124902,1.0298428724832658,-0.6803385276306134,0,6,-1.0464056451992767,174,0,0,5,49,400.0,0913 1814 1300 2000 0416 0400
1600    ARLINGTON                    AV,-0.3828633937255383,0.3943978000685596,6/01/2020 ,6/01/2020 ,02:00:00,1.4800285359656005,11,1.5374153857041741,1.0298428724832658,-0.942361130105267,2,1,-0.9476801302972044,195,2,2,4,33,PC_cd,329
800 S  BERENDO                      ST,-0.24348758576737944,0.6193645019991219,5/08/2020 ,5/08/2020 ,03:45:00,1.4800285359656005,11,1.4800771136891775,-0.970955761839616,0.36775188226800093,2,6,-1.0370032152086033,3,2,2,5,49,400.0,0342 2004 0913 0416 0417 0429 0446 0432 1206 1218
1400 E  53RD                         ST,-0.8166951339895576,1.0407004437504304,01/19/2020,01/19/2020,13:00:00,0.33312334808182736,9,0.36443816391167216,-0.970955761839616,-0.28730462391863304,0,6,0.8340803529354343,166,1,1,5,49,400.0,0913 2000 0416 0408 1402
3100    WILSHIRE                     BL,-0.20422679479327865,0.6641671926378292,11/25/2020,11/25/2020,09:15:00,1.4800285359656005,11,1.4669712229428926,1.0298428724832658,-0.8113498288679402,2,0,0.8387815679307711,132,0,0,5,49,400.0,0913 2000 1243 0400
2800    CANYON                       DR,0.3935187477877735,0.3905848051205932,8/01/2020 ,07/13/2020,08:00:00,-0.8137818398019456,6,-0.8445802574331134,-0.970955761839616,-0.8768554794866036,2,14,-1.0134971402319193,147,2,2,4,33,PC_cd,1300 1601 0344 0377 1606
600 E  83RD                         ST,-1.1661161736592707,0.8958066357272989,04/23/2020,04/23/2020,02:00:00,0.16927974981271696,0,0.2071674749562529,-0.970955761839616,-0.41831592515595983,2,6,-1.0134971402319193,147,2,2,4,33,PC_cd,0344 0329 1609 1307
9000    BARTEE                       AV,1.4869317764170484,-0.535972967237421,06/29/2020,06/29/2020,19:10:00,1.31618493769649,7,1.3703152786890411,1.0298428724832658,-0.7458441782492768,0,6,-1.0464056451992767,174,2,2,4,33,PC_cd,1300 0329
HAMILTON,1.0629152338965369,-0.0603018474774214,5/06/2020 ,5/05/2020 ,23:25:00,0.6608105446200483,8,0.6167265607776572,-0.970955761839616,1.1538196896919617,2,14,-1.0464056451992767,174,1,1,5,35,312.0,1218 1402 2004 0416 0913 1817
500 E  89TH                         ST,-1.2466007951562434,0.8824611534094841,2/06/2021 ,5/01/2020 ,21:25:00,1.1523413394273796,14,1.0852621549573438,1.0298428724832658,-0.28730462391863304,2,6,0.8340803529354343,166,2,2,2,17,FWCC_cd,0917 1822
12400    FILMORE                      ST,1.99437749975762,-0.41300388016519834,11/18/2020,11/18/2020,20:15:00,0.8246541428891587,3,0.7527001772703634,-0.970955761839616,-0.15629332268130625,2,6,-1.0464056451992767,174,0,0,5,49,400.0,0913 0421 0443 0416 0446 0429 0603
18100    KILLION                      ST,0.8656297592515777,-1.6036115526704648,04/13/2020,4/05/2020 ,19:00:00,-0.15840744672550391,19,-0.11065037564115685,-0.970955761839616,-0.28730462391863304,0,0,-1.0464056451992767,174,2,2,4,33,PC_cd,1822 0385 1300
3100 S  NORMANDIE                    AV,-0.553647834462922,0.5612163290424642,6/02/2020 ,6/02/2020 ,02:15:00,-1.305312634609277,15,-1.3196687969859424,-0.970955761839616,-1.3353950338172473,3,15,-0.5668817156749254,140,2,2,4,33,PC_cd,1609 1607 0329 0342 1402 0327 1822
500 W  61ST                         ST,-0.9658861396912243,0.7280348580163688,03/13/2020,03/13/2020,17:45:00,0.16927974981271696,0,0.1580203846576844,-0.970955761839616,-1.0078667807239303,2,6,-1.0464056451992767,174,2,2,4,44,109.0,0216 0342 0334 0449 0355 0432 1822 0344
E  24TH                         ST,-0.6086129418267049,1.0006639967967148,4/02/2020 ,4/02/2020 ,21:00:00,0.33312334808182736,9,0.29563223749367623,1.0298428724832658,1.0228083884546348,0,1,-0.9382777003065309,21,2,2,5,49,400.0,1822 0910 0416
11100    CANTARA                      ST,1.3416668498127848,-0.13370200022594486,08/16/2020,08/16/2020,18:45:00,0.8246541428891587,3,0.8919502664496409,-0.970955761839616,-0.025282021443979466,2,6,0.8340803529354343,166,2,2,5,39,306.0,0416 0913
1600 N  MANDEVILLE CANYON            RD,0.12065625051763017,-1.449185257277485,3/03/2020 ,3/03/2020 ,10:40:00,-0.48609464326372476,18,-0.5562506610148448,1.0298428724832658,1.0228083884546348,0,14,-1.0323020002132663,46,1,1,5,49,400.0,0554 0444 0400
14300    CHATSWORTH                   DR,1.8765951268352479,-0.85531129413039,5/07/2020 ,4/08/2020 ,13:00:00,1.31618493769649,7,1.3129770066740445,1.0298428724832658,-0.025282021443979466,2,6,0.8340803529354343,166,2,2,2,17,FWCC_cd,1822
1000 E  WASHINGTON                   BL,-0.5565923937860092,1.0063834892185968,4/12/2020 ,4/12/2020 ,18:00:00,0.33312334808182736,9,0.2792498740608201,-0.970955761839616,0.4332575328866643,2,6,-1.0134971402319193,147,2,2,4,33,PC_cd,344
